trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name
10,PSYC,201,A,STATISTICAL METHODS,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Homan,Kristin
30,PSYC,201,B,STATISTICAL METHODS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Welton,Gary
10,PSYC,201,B,STATISTICAL METHODS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Welton,Gary
30,PSYC,204,A,RESEARCH METHODS,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Seybold,Kevin
30,PSYC,204,L,LABORATORY,0,,T,,,,2:30:00 PM,4:59:00 PM,Seybold,Kevin
30,PSYC,206,A,INTRO TO PROFESSIONAL COUNSELING,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Throckmorton,E
10,PSYC,206,A,INTRO TO PROFESSIONAL COUNSELING,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Throckmorton,E
10,PSYC,207,A,PSYCHOLOGY OF PERSONALITY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Throckmorton,E
30,PSYC,208,A,SOCIAL PSYCHOLOGY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Throckmorton,E
10,PSYC,208,A,SOCIAL PSYCHOLOGY,3,,T,,R,,10:05:00 AM,11:20:00 AM,Throckmorton,E
10,PSYC,208,B,SOCIAL PSYCHOLOGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Bright,Martin
30,PSYC,208,O,SOCIAL PSYCHOLOGY,3,,,,,,,,Throckmorton,E
10,PSYC,208,O,SOCIAL PSYCHOLOGY,3,,,,,,,,Throckmorton,E
30,PSYC,209,A,CHILD DEVELOPMENT,3,,T,,R,,11:30:00 AM,12:45:00 PM,Horton,Joseph
10,PSYC,209,A,CHILD DEVELOPMENT,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Homan,Kristin
30,PSYC,209,B,CHILD DEVELOPMENT,3,,T,,R,,1:00:00 PM,2:15:00 PM,Horton,Joseph
30,PSYC,211,A,ADULT DEVELOPMENT & AGING,3,,T,,R,,1:00:00 PM,2:15:00 PM,Homan,Kristin
10,PSYC,214,A,INDUSTRIAL/ORGANIZATIONAL PSYC,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Throckmorton,E
30,PSYC,290,A,STUDY: MENTAL HLTH PEER SUPPORT II,1,,,,,F,1:00:00 PM,1:50:00 PM,Houk,Suzanne
10,PSYC,290,A,STUDY: MENTAL HLTH PEER SUPPORT I,1,,,,,F,1:00:00 PM,1:50:00 PM,Houk,Suzanne
30,PSYC,290,B,STUDY: MENTAL HLTH ADVOCACY,1,,,,R,,1:00:00 PM,1:50:00 PM,Houk,Suzanne
10,PSYC,301,A,HISTORY AND SYSTEMS OF PSYCHOLOGY,3,,T,,R,,10:05:00 AM,11:20:00 AM,Seybold,Kevin
10,PSYC,305,A,HEALTH PSYCHOLOGY,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Homan,Kristin
30,PSYC,306,A,SENSATION & PERCEPTION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Seybold,Kevin
30,PSYC,310,A,PSYCHOLOGICAL ASSESSMENT,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Horton,Joseph
30,PSYC,312,A,ABNORMAL PSYCHOLOGY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Throckmorton,E
10,PSYC,312,A,ABNORMAL PSYCHOLOGY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Homan,Kristin
10,PSYC,315,A,FORENSIC PSYCHOLOGY,3,,T,,R,,1:00:00 PM,2:15:00 PM,Houk,Suzanne
10,PSYC,316,A,BEHAVIORAL NEUROSCIENCE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Seybold,Kevin
10,PSYC,318,A,COGNITIVE PSYCHOLOGY,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Seybold,Kevin
10,PSYC,319,A,COGNITIVE PSYC LAB,1,M,,,,,3:00:00 PM,4:59:00 PM,Seybold,Kevin
10,PSYC,322,A,MARRIAGE/FAM ASSESS & INTERVENTION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Horton,Joseph
30,PSYC,326,A,PREP FOR MENTAL HEALTH PROFESSIONS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Throckmorton,E
10,PSYC,401,A,ADVANCED STATISTICS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Welton,Gary
30,PSYC,404,A,ADVANCED RESEARCH METHODS,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Homan,Kristin
30,PSYC,404,A,ADVANCED RESEARCH METHODS,4,,,W,,,3:00:00 PM,3:50:00 PM,Homan,Kristin
10,PSYC,404,A,ADVANCED RESEARCH METHODS,4,,T,,R,,1:00:00 PM,2:15:00 PM,Horton,Joseph
10,PSYC,404,A,ADVANCED RESEARCH METHODS,4,,,W,,,3:00:00 PM,3:50:00 PM,Horton,Joseph
10,RELI,211,A,OLD TESTAMENT LIT/HIST,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Bibza,James
10,RELI,211,B,OLD TESTAMENT LIT/HIST,3,,T,,R,,10:05:00 AM,11:20:00 AM,Byun,Seulgi
10,RELI,211,C,OLD TESTAMENT LIT/HIST,3,,T,,R,,11:30:00 AM,12:45:00 PM,Byun,Seulgi
30,RELI,212,A,NEW TESTAMENT LIT/HIST,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Bibza,James
30,RELI,212,B,NEW TESTAMENT LIT/HIST,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bibza,James
30,RELI,212,C,NEW TESTAMENT LIT/HIST,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Bibza,James
10,RELI,217,A,CHRISTIAN DOCTRINE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Schaefer,Paul
30,RELI,218,A,INTERPRETING THE BIBLE,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Campbell,George
10,RELI,218,A,INTERPRETING THE BIBLE,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Campbell,George
10,RELI,221,A,LIFE OF CHRIST,3,,T,,R,,10:05:00 AM,11:20:00 AM,Bibza,James
10,RELI,221,B,LIFE OF CHRIST,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bibza,James
10,RELI,235,A,BIBLICAL IDEAS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Moeller,Julie
30,RELI,237,A,OT BIBLICAL BOOKS - ISAIAH & MICAH,3,M,,W,,,8:35:00 AM,9:50:00 AM,Byun,Seulgi
30,RELI,237,B,OT BIBLICAL BOOKS - MINOR PROPHETS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Moeller,Julie
30,RELI,237,C,OT BIBLICAL BOOKS - TORAH,3,,T,,R,,1:00:00 PM,2:15:00 PM,Campbell,George
30,RELI,238,A,NT BIBLICAL BOOKS - JOHN,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Gordon,Thomas
10,RELI,238,A,NT BIBLICAL BOOKS - HEBREWS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bibza,James
10,RELI,248,A,WORLD RELIGIONS,3,M,,W,,,2:00:00 PM,3:15:00 PM,Byun,Seulgi
30,RELI,255,A,DEFENDING THE FAITH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bibza,James
30,RELI,261,A,C.S. LEWIS:CHRISTIAN APOLOGIST,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Schaefer,Paul
30,RELI,290,A,STUDY: FAITH & FREEDOM CONFERENCE,1,,,,,,,,Rider,Robert
10,RELI,290,A,STUDY: CHARLES TAYLOR,3,,T,,R,,10:05:00 AM,11:20:00 AM,Trueman,Carl
30,RELI,290,B,STUDY: DOCTRINE OF GOD,3,,T,,R,,11:30:00 AM,12:45:00 PM,Trueman,Carl
30,RELI,345,A,LUTHER & CALVIN,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Schaefer,Paul
10,RELI,450,A,CHRIST AND THE MEDIA,3,M,,,,,6:30:00 PM,9:00:00 PM,Gordon,Thomas
10,RELI,488,A,SENIOR SEMINAR,3,,T,,R,,2:30:00 PM,3:45:00 PM,Schaefer,Paul
10,ROBO,101,A,INTRO TO ROBOTICS,1,,,,,,,,Mohr,Timothy
10,ROBO,301,A,INDUSTRIAL ROBOTS,3,M,,W,,,1:00:00 PM,1:50:00 PM,Allison,Blair
10,ROBO,301,A,INDUSTRIAL ROBOTS,3,,,,,,,,Allison,Blair
10,ROBO,301,L,LABORATORY,0,,,,R,,1:00:00 PM,2:50:00 PM,Allison,Blair
10,ROBO,301,L,LABORATORY,0,,,,,,,,Allison,Blair
10,ROBO,301,M,LABORATORY,0,,,,,F,1:00:00 PM,2:50:00 PM,Allison,Blair
10,ROBO,301,M,LABORATORY,0,,,,,,,,Allison,Blair
30,ROBO,302,A,MOBILE ROBOTS,3,M,,W,,,8:00:00 AM,8:50:00 AM,Mohr,Timothy
30,ROBO,302,L,LABORATORY,0,,,,R,,2:30:00 PM,4:30:00 PM,Mohr,Timothy
10,ROBO,451,L,CAPSTONE DESIGN PROJECT I,1,M,,W,,,2:00:00 PM,2:59:00 PM,Allison,Blair
10,ROBO,451,M,CAPSTONE DESIGN PROJECT I,1,M,,W,,,3:00:00 PM,3:59:00 PM,Allison,Blair
30,ROBO,452,L,CAPSTONE DESIGN PROJECT II,3,M,,,,,4:00:00 PM,5:00:00 PM,Allison,Blair
30,ROBO,452,L,CAPSTONE DESIGN PROJECT II,3,,,W,,,11:00:00 AM,11:50:00 AM,Allison,Blair
30,ROBO,452,M,CAPSTONE DESIGN PROJECT II,3,M,,W,,,3:00:00 PM,3:50:00 PM,Allison,Blair
30,SCIC,201,A,FUNDAMENTALS OF THE UNIVERSE,4,M,,W,,F,12:00:00 PM,12:59:00 PM,Wagner,Doris
30,SCIC,201,A,FUNDAMENTALS OF THE UNIVERSE,4,M,,W,,F,12:00:00 PM,12:59:00 PM,Wagner,Doris
10,SCIC,201,A,FUNDAMENTALS OF THE UNIVERSE,4,,T,,R,,8:00:00 AM,9:15:00 AM,Brower,Shane
30,SCIC,201,L,LABORATORY,0,M,,W,,F,1:00:00 PM,1:50:00 PM,Wagner,Doris
10,SCIC,201,L,LABORATORY,0,,T,,,,1:00:00 PM,2:59:00 PM,Marsch,Glenn
10,SCIC,201,M,LABORATORY,0,,T,,,,3:00:00 PM,4:59:00 PM,Brower,Shane
10,SCIC,201,O,FUNDAMENTALS OF THE UNIVERSE,4,,,,,,,,Brower,Shane
10,SCIC,201,Q,LABORATORY,0,,,,,,,,Brower,Shane
30,SCIC,202,A,LIFE SCIENCE,4,,T,,R,,11:30:00 AM,12:45:00 PM,Yowler,Brian
10,SCIC,202,A,LIFE SCIENCE,4,,T,,R,,11:30:00 AM,12:45:00 PM,Strain,Joy
30,SCIC,202,L,LABORATORY,0,,,W,,,3:00:00 PM,4:59:00 PM,Yowler,Brian
10,SCIC,202,L,LABORATORY,0,,,,R,,1:00:00 PM,2:59:00 PM,Sullivan,Logan
30,SCIC,202,M,LABORATORY,0,,,,R,,1:00:00 PM,2:59:00 PM,Jenkins,Stephen
10,SCIC,202,M,LABORATORY,0,,,,R,,3:00:00 PM,4:59:00 PM,Sullivan,Logan
30,SCIC,202,N,LABORATORY,0,,,,R,,3:00:00 PM,4:59:00 PM,Jenkins,Stephen
30,SCIC,202,O,LIFE SCIENCE,4,,,,,,,,Yowler,Brian
10,SCIC,202,O,LIFE SCIENCE,4,,,,,,,,Yowler,Brian
30,SCIC,203,A,"ATOMS, MOLECULES & MATERIAL WORLD",4,M,,W,,F,11:00:00 AM,11:50:00 AM,Shaw,Kevin
10,SCIC,203,A,"ATOMS, MOLECULES & MATERIAL WORLD",4,M,,W,,F,11:00:00 AM,11:50:00 AM,Cramer,Susan
30,SCIC,203,L,LABORATORY,0,M,,,,,1:00:00 PM,2:59:00 PM,Wong,Ven Ney
10,SCIC,203,L,LABORATORY,0,M,,,,,1:00:00 PM,2:59:00 PM,Wong,Ven Ney
30,SCIC,203,M,LABORATORY,0,M,,,,,3:00:00 PM,4:59:00 PM,Wong,Ven Ney
10,SCIC,203,M,LABORATORY,0,M,,,,,3:00:00 PM,4:59:00 PM,Wong,Ven Ney
30,SCIC,204,A,ENVIRONMENTAL SCIENCE,4,,T,,R,,11:30:00 AM,12:45:00 PM,Wood,Darren
10,SCIC,204,A,ENVIRONMENTAL SCIENCE,4,,T,,R,,11:30:00 AM,12:45:00 PM,Jenkins,Stephen
30,SCIC,204,L,LABORATORY,0,,T,,,,1:00:00 PM,2:59:00 PM,Strain,Joy
10,SCIC,204,L,LABORATORY,0,,T,,,,1:00:00 PM,2:59:00 PM,Jenkins,Stephen
30,SCIC,204,M,LABORATORY,0,,T,,,,3:00:00 PM,4:59:00 PM,Jenkins,Stephen
10,SCIC,204,M,LABORATORY,0,,T,,,,3:00:00 PM,4:59:00 PM,Dudt,Jan
30,SEDU,101,A,EXCEPTIONAL LEARNERS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Fecich,Samantha
10,SEDU,101,A,EXCEPTIONAL LEARNERS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Fecich,Samantha
30,SEDU,101,B,EXCEPTIONAL LEARNERS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Fecich,Samantha
10,SEDU,202,A,BEHAVIORAL INTERVENTIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Genareo,Phyllis
10,SEDU,203,A,SPECIAL ED SYST/PROCESSES,1,,,,,,,,Fecich,Samantha
30,SEDU,204,A,EDUC ASSESS IN SPECIAL EDUCATION,3,,T,,,,6:30:00 PM,9:00:00 PM,Martin,Tammi
30,SEDU,205,A,"CONSULT, LITIGATION, & TRANSITION",3,,,W,,,6:00:00 PM,8:30:00 PM,Martin,Tammi
30,SEDU,290,A,STUDY: ADV READING FIELD EXPERIENCE,1,,,,,,,,Heisey,Natalie
10,SEDU,306,A,SUPPORTIVE SERV & TECHNOLOGY,1,,,,,,,,Martin,Tammi
10,SEDU,307,A,EVIDEN BASE INSTR LOW INCID DISABIL,3,,T,,,,6:00:00 PM,8:30:00 PM,Martin,Tammi
10,SEDU,308,A,READING DISABILITIES,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Nichols,Constance
30,SEDU,309,A,EVID BASE INSTR HIGH INCID DISABIL,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Genareo,Phyllis
30,SEDU,310,A,EFFECTIVE PRACTICES & DELIVERY,1,,,,,,,,Fecich,Samantha
30,SEDU,411,A,SPECIAL EDUCATION STUDENT TEACHING,8,,,,,,,,Genareo,Phyllis
10,SEDU,411,A,SPECIAL EDUCATION STUDENT TEACHING,8,,,,,,,,Genareo,Phyllis
30,SEDU,412,A,PRACTICUM OF PROFESSIONAL DEVELOP,1,M,,,,,4:00:00 PM,5:00:00 PM,Genareo,Phyllis
10,SEDU,412,A,PRACTICUM OF PROFESSIONAL DEVELOP,1,M,,,,,4:00:00 PM,5:00:00 PM,Fecich,Samantha
30,SOCI,101,A,FOUNDATIONS OF APPLIED SOCIOLOGY,3,,T,,R,,11:30:00 AM,12:45:00 PM,Ayers,David
10,SOCI,101,A,FOUNDATIONS OF APPLIED SOCIOLOGY,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bright,Martin
